,discordid,minecraftid,client,age,version
1297,Vidhaan#4647,vidhaan,Computer ( Java Edition ),15.0,Cracked
1298,@Adityabhandari#1733,aditya388555,Computer ( Java Edition ),15.0,Cracked
1299,Bill Goldberg#1885,spider12th,Computer ( Java Edition ),16.0,Cracked
1300,Ashmit#6914,ag2005famer,Computer ( Java Edition ),18.0,Cracked
1301,Toxic_ServerYT,Toxic,Computer ( Java Edition ),15.0,Cracked
1302,ICY ADI#6054,CREEPY_GAMING009,Computer ( Java Edition ),15.0,Cracked
1303,$ARTHAK TIME$#1454,SARTHAK18,Computer ( Java Edition ),15.0,Cracked
1304,Mr.ProKiller#6981,MrProKillerYT,Computer ( Java Edition ),17.0,Paid Version
1305,Sarthak Jain#3857,SarthakJain7,Computer ( Java Edition ),16.0,Cracked
1306,@sayam#8562,Sayam1483,Mobile ( bedrock version ),19.0,Cracked
1307,Harry🔥#3261,HarryPlayZ246,Computer ( Java Edition ),6.0,Cracked
1308,@Nova Gaming 360#0722,NovaGaming360,Computer ( Java Edition ),16.0,Cracked
1309,Tanush Agarwal#0300,tanushagarwal153,Computer ( Java Edition ),24.0,Cracked
1310,GamerAarav#0083,GamerAarav,Computer ( Java Edition ),13.0,Cracked
1311,abhay shreyas#1858,abhayplayzz,Computer ( Java Edition ),12.0,Cracked
1312,ILLUSION GAMING#5990,ILLUSIONxYT,Computer ( Java Edition ),21.0,Cracked
1313,NotDarsh#3872,DarshPlays,Computer ( Java Edition ),15.0,Cracked
1314,Gaming Ak,GamingAk_Ayush,Computer ( Java Edition ),16.0,Cracked
1315,InFlamedAryan#6514,InFlamedAryan,Computer ( Java Edition ),19.0,Cracked
1316,𝓘𝓶𝓶𝓸𝓻𝓽𝓪𝓵2𝓥𝓘𝓟#4860,BhuzzBoyzzz,Computer ( Java Edition ),15.0,Cracked
1317,@!'m Vatsal#2003,VatsalisBack,Computer ( Java Edition ),16.0,Cracked
1318,ADITYA SINHA #7827,aditya sinha,Computer ( Java Edition ),18.0,Cracked
1319,KM GAMING#5275,TheKrishna,Computer ( Java Edition ),28.0,Cracked
1320,notproziyan#0739,TheRealOpGamerZA,Computer ( Java Edition ),13.0,Cracked
1321,Dansafish#5612,Dansafish,Computer ( Java Edition ),20.0,Paid Version
1322,@its gaming tech#6687,Lovepreet112,Computer ( Java Edition ),13.0,Cracked
1323,Perfect360#6660,perfect360,Computer ( Java Edition ),14.0,Cracked
1324,@rishi#2503,RK135,Computer ( Java Edition ),16.0,Cracked
1325,Lakshyaisback#4239,Lakshyaisback,Computer ( Java Edition ),16.0,Cracked
1326,AJAY#9158,ajay4050,Computer ( Java Edition ),15.0,Cracked
1327,Oliver6954#0034,Phantom4551,Mobile ( bedrock version ),12.0,Paid Version
1328,Swayam#3053,Swayam,Computer ( Java Edition ),2.0,Cracked
1329,GAMINGBEAST#6809,Gaming Beast,Computer ( Java Edition ),14.0,Cracked
1330,ferric-prime2#0159,RudyA1,Computer ( Java Edition ),14.0,Cracked
1331,Promon#4851,Smvik,Computer ( Java Edition ),28.0,Cracked
1332,AdhvikWarrior ( ✅ Bot)#5193,AdhvikWarrior,Computer ( Java Edition ),13.0,Cracked
1333,Prime_Balpreet#5576,Prime_Balpreet,Computer ( Java Edition ),16.0,Cracked
1334,@moksh#5263,aadioppp,Computer ( Java Edition ),15.0,Cracked
1335,Ebaxour#1090,GamersVerse,Computer ( Java Edition ),16.0,Paid Version
1336,UndefeatedYT#0802,UndefeatedYT,Computer ( Java Edition ),13.0,Cracked
1337,@KNOCKOUT#5193,KNOCKOUT2445,Mobile ( bedrock version ),17.0,Cracked
1338,phantom cylix,Rakesh,Mobile ( bedrock version ),15.0,Paid Version
1339,PSP Gamer7766#6275,PSP GAMER 3,Mobile ( bedrock version ),14.0,Cracked
1340, @king cobra#8464,NamanSharma123,Computer ( Java Edition ),16.0,Cracked
1341,AARON_#9819,aaronaayan,Computer ( Java Edition ),14.0,Cracked
1342,@Grizzly gaming Inc#1500,shivam0506,Computer ( Java Edition ),16.0,Cracked
1343,BADAL#2118,Hriday_Gamer,Computer ( Java Edition ),15.0,Cracked
1344,comicstar#0730,comicstarOP,Computer ( Java Edition ),15.0,Cracked
1345,𝕿𝖍𝖚𝖌♕ TIRTH #7682,tirthmanop,Computer ( Java Edition ),17.0,Cracked
1346,Adhyayan#3202,ACbros,Computer ( Java Edition ),14.0,Cracked
1347,speculargaming#3695,_sirbilliam,Computer ( Java Edition ),15.0,Paid Version
1348,Sanju#4290,SKGAMING012,Mobile ( bedrock version ),17.0,Cracked
1349,@vibhsss#1065,av1621,Computer ( Java Edition ),22.0,Paid Version
1350,akhi47jadhav#7720,akhilesh,Computer ( Java Edition ),16.0,Cracked
1351,𒆜Ariτrⱥ𒆜#2074,CallmeBinod,Mobile ( bedrock version ),21.0,Cracked
1352,PRATHAM_Sting-pubgm#0638,Pratham Negi,Computer ( Java Edition ),17.0,Cracked
1353,pratham thakar,Pratham1120,Mobile ( bedrock version ),1.0,Cracked
1354,Hashamwali#7441,PP2333,Computer ( Java Edition ),15.0,Paid Version
1355,|RJ|#6531,RJisOP,Computer ( Java Edition ),16.0,Cracked
1356,@soul_venom#5537,soul_venom,Computer ( Java Edition ),20.0,Cracked
1357,MR _INVINCIBLE#2994,mr_invincible123,Computer ( Java Edition ),15.0,Cracked
1358,@avi#6146,a_v_i_ral,Computer ( Java Edition ),17.0,Cracked
1359,♡★𝗕𝘅𝗯𝘆★♡ #9913,carryminati789,Computer ( Java Edition ),17.0,Cracked
1360,@aadarsh#5728 ,Aadarsh2579,Computer ( Java Edition ),13.0,Cracked
1361,Cyborg Gamerz#9141,CYBORGBHAI,Computer ( Java Edition ),1.0,Cracked
1362,ListocGaming#7328,mint_chance,Computer ( Java Edition ),14.0,Cracked
1363,Nishil#4261,NishilKane321,Computer ( Java Edition ),14.0,Cracked
1364,TØXIC#7008 ,VaTsAlPaTeL53,Computer ( Java Edition ),17.0,Cracked
1365,pranavsavkare#6622,savkarepranav,Computer ( Java Edition ),18.0,Cracked
1366,thtSpooky#5244,thtSpectre,Computer ( Java Edition ),16.0,Paid Version
1367,sayedvines99#0362,sayedvines,Computer ( Java Edition ),18.0,Cracked
1368,legendry gamer,Tejas patel,Mobile ( bedrock version ),18.0,Cracked
1369,GOSGAMERPlayz#6706,GODGAMERPlayz_,Computer ( Java Edition ),16.0,Paid Version
1370,ainakispiro#1073,ainakgameryt,Computer ( Java Edition ),18.0,Cracked
1371,pratham0922#6890,pratham_0922,Computer ( Java Edition ),19.0,Cracked
1372,ProGamer300#3331 ,ProGamer300 ,Computer ( Java Edition ),14.0,Cracked
1373,Vm_10#4173,Vm_10,Computer ( Java Edition ),15.0,Cracked
1374,@saksham mishra,Saksham4577,Mobile ( bedrock version ),22.0,Paid Version
1375,MJ‡HYDRA#4220,HYDRAMJROCKS,Computer ( Java Edition ),16.0,Paid Version
1376,HYPERVENOMOP#8897,HYPERVENOMOP,Computer ( Java Edition ),17.0,Cracked
1377,OmGupta31#4325,OmGupta,Computer ( Java Edition ),16.0,Cracked
1378,Toxic Gamer#2094,Ansuman,Computer ( Java Edition ),24.0,Cracked
1379,@TechoSidd#7903,TechoSidd,Mobile ( bedrock version ),16.0,Cracked
1380,Aditya#9269,ADI_TYA,Computer ( Java Edition ),16.0,Paid Version
1381,rocky#3733,Curryking6,Computer ( Java Edition ),16.0,Paid Version
1382,@HEERENDRA#0000,HEERENDRA,Computer ( Java Edition ),17.0,Cracked
1383,patelaryan#8205,patelaryan2585,Computer ( Java Edition ),17.0,Cracked
1384,@Mohit Malani#0270,Mohit900,Mobile ( bedrock version ),18.0,Cracked
1385,@bhavesh#6525,bhaveshgaming,Computer ( Java Edition ),15.0,Cracked
1386,CaptainッOM#7776,CaptainOm03,Mobile ( bedrock version ),16.0,Cracked
1387,Pk gamers,priyank321654,Computer ( Java Edition ),15.0,Cracked
1388,@Rachboy YT#0704,RachboyYT,Mobile ( bedrock version ),16.0,Cracked
1389,FreakPop♪#1568,FreakPop♪#1568,Computer ( Java Edition ),16.0,Paid Version
1390,@Prime Pranay#2077,PrimePranay,Computer ( Java Edition ),15.0,Cracked
1391,MR SICKO GAMER#2580,mr_sicko_gamer,Computer ( Java Edition ),14.0,Paid Version
1392,@Varad gole#6848,D0nZee,Computer ( Java Edition ),15.0,Cracked
1393,AnaMish#0117,anadimishra,Computer ( Java Edition ),17.0,Cracked
1394,NOVA#3931,OnlyCanoe#1639,Mobile ( bedrock version ),21.0,Cracked
1395,SAIvansh,SAIvansh,Computer ( Java Edition ),14.0,Cracked
1396,xChillArena#6207,xChillArena,Computer ( Java Edition ),18.0,Paid Version
1397,Sryking#5364,Sryking,Computer ( Java Edition ),15.0,Cracked
1398,They,Buy,Mobile ( bedrock version ),16.0,Paid Version
1399,kanishk#1143,dashingkk,Computer ( Java Edition ),21.0,Paid Version
1400,KingAditya27#0000,Finisherboi,Computer ( Java Edition ),17.0,Cracked
1401,op memer#0112,ReyPL,Computer ( Java Edition ),15.0,Cracked
1402,Krishthakur,Krish1177,Computer ( Java Edition ),15.0,Cracked
1403,@nitish2007#1982,nitish2007,Computer ( Java Edition ),16.0,Cracked
1404,@DeathListGamerz#8789,DeathListGamerz,Computer ( Java Edition ),15.0,Cracked
1405,OM Jaiswal1200,Om JAISWAL1200,Mobile ( bedrock version ),17.0,Cracked
1406,@sejal0000,Pargandada,Computer ( Java Edition ),14.0,Cracked
1407,Epic Darshu#6070,Dashastra,Computer ( Java Edition ),15.0,Cracked
1408,@Lev1#4818,DeathNo1e,Computer ( Java Edition ),22.0,Cracked
1409,GHOST_KERUL,GHOST_KERUL,Computer ( Java Edition ),16.0,Cracked
1410,Mayank#4718,Mayank27,Computer ( Java Edition ),15.0,Cracked
1411,Manas Thapa#0858,NaspaYT,Computer ( Java Edition ),17.0,Cracked
1412,@Mello_Walkz/K391#4710,Trijesty391,Computer ( Java Edition ),17.0,Paid Version
1413,Hemanth#5172,hemanth0507,Computer ( Java Edition ),15.0,Cracked
1414,msarmad._05#8553,sarmad,Computer ( Java Edition ),17.0,Cracked
1415,IGIAbssam,Abssam,Computer ( Java Edition ),24.0,Cracked
1416,idiot#7957,abaydur12,Computer ( Java Edition ),16.0,Cracked
1417,HsKsPro gaming#4514,HsKsPro,Computer ( Java Edition ),14.0,Cracked
1418,Savager,Asmitraj11,Computer ( Java Edition ),17.0,Cracked
1419,( @KAMALTHESUPERBOY #6357),kamal1112,Computer ( Java Edition ),15.0,Cracked
1420,ATHARVA#9034,SPIDEY_2,Computer ( Java Edition ),17.0,Cracked
1421,GOD_RANVEER#3462,GOD_RANVEER,Computer ( Java Edition ),15.0,Cracked
1422,ToughGamer2121#9555,Prachetan2008,Computer ( Java Edition ),14.0,Cracked
